,question_id,db_id,question,evidence,SQL,difficulty,STs
1272,1272,thrombosis_prediction,Which patient is the first patient with an abnormal anti-SSA to come to the hospital? Please give his or her ID.,"first patient refers to ID with MIN(`First Date`); abnormal anti-SSA refers to SSA NOT IN('negative', '0');","SELECT T1.ID FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.`First Date` IS NOT NULL AND T2.SSA NOT IN ('negative', '0') ORDER BY T1.`First Date` ASC LIMIT 1",moderate,"['Laboratory', 'Patient']"
1273,1273,thrombosis_prediction,How many patients have a normal anti-SSB and are diagnosed with SLE in the examination?,"normal anti-SSB refers to SSB IN('-', '+-'); '-' is expressed as 'negative' and '+-' is expressed as '0' in the database ; diagnosed with SLE refers to Diagnosis = 'SLE'; Should compute the number of distinct ones",SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.SSB = 'negative' OR '0' AND T1.Diagnosis = 'SLE',moderate,"['Laboratory', 'Patient']"
1274,1274,thrombosis_prediction,"For the patients whose anti-SSB are normal, how many of them have other symptoms observed in their examination?","anti-SSB are normal refers to SSB IN ('negative', '0'); have other symptoms refers to Symptoms IS NOT NULL; Should compute the number of distinct ones",SELECT COUNT(DISTINCT T1.ID) FROM Examination AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.SSB = 'negative' OR '0' AND T1.Symptoms IS NOT NULL,moderate,"['Examination', 'Laboratory']"
1275,1275,thrombosis_prediction,"Among the patients who has a normal level of anti-centromere and a normal level of anti-SSB, how many of them are male?","normal level of anti-centromere refers to CENTROMEA IN('-', '+-'); normal level of anti-SSB refers to SSB IN('-', '+-'); male refers to Sex = 'M'; Should consider DISTINCT in the final result;","SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.CENTROMEA IN ('negative', '0') AND T2.SSB IN ('negative', '0') AND T1.SEX = 'M'",moderate,"['Laboratory', 'Patient']"
1276,1276,thrombosis_prediction,"For the patients who have an abnormal level of anti-DNA, please list the diseases they are diagnosed with.",abnormal level of anti-DNA refers to DNA > = 8; diseases refers to Diagnosis;,SELECT DISTINCT(T1.Diagnosis) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.DNA >= 8,simple,"['Laboratory', 'Patient']"
1277,1277,thrombosis_prediction,"How many patients have a normal anti-DNA level, yet their data are not recorded.",normal anti-DNA level refers to DNA < 8; data are not recorded refers to Description IS NULL; Should compute the number of unique ones,SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.DNA < 8 AND T1.Description IS NULL,moderate,"['Laboratory', 'Patient']"
1278,1278,thrombosis_prediction,"Of the patients with an normal level of IGG, how many of them admitted to the hospital?",normal level of IGG refers to 900 < IGG < 2000; admitted to the hospital refers to Admission = '+';,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.IGG > 900 AND T2.IGG <2000 AND  T1.Admission = '+',simple,"['Laboratory', 'Patient']"
1279,1279,thrombosis_prediction,"What is the percentage of patient who has a abnormal level of glutamic oxaloacetic transaminase level, yet he or she is diagnosed with SLE?","abnormal level of glutamic oxaloacetic transaminase refers to GOT > = 60; percentage = MULTIPLY(DIVIDE(COUNT(ID WHERE GOT > = 60 AND Diagnosis = 'SLE'), COUNT(ID WHERE GOT > = 60)), 1.0);",SELECT COUNT(CASE WHEN T1.Diagnosis LIKE '%SLE%' THEN T1.ID ELSE 0 END) / COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.`GOT` >= 60,moderate,"['Laboratory', 'Patient']"
1280,1280,thrombosis_prediction,How many male patients have their glutamic oxaloacetic transaminase in the normal range?,male refers to Sex = 'M'; glutamic oxaloacetic transaminase in the normal range refers to GOT < 60;,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.GOT < 60 AND T1.SEX = 'M',simple,"['Laboratory', 'Patient']"
1281,1281,thrombosis_prediction,"Among the patients who have an abnormal level of glutamic oxaloacetic transaminase, when was the youngest of them born?","abnormal level of glutamic oxaloacetic transaminase refers to GOT > = 60; The larger the birthday value, the younger the person is, and vice versa;",SELECT T1.Birthday FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.GOT >= 60 ORDER BY T1.Birthday DESC LIMIT 1,moderate,"['Laboratory', 'Patient']"
1282,1282,thrombosis_prediction,Please list the top three patients' birthdays with the highest glutamic pylvic transaminase in the normal range.,highest glutamic pylvic transaminase in the normal range refers to MAX(GPT < 60);,SELECT T1.Birthday FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.GPT < 60 ORDER BY T2.GPT DESC LIMIT 3,simple,"['Laboratory', 'Patient']"
1283,1283,thrombosis_prediction,"For the patients with the normal glutamic pylvic transaminase level, how many of them are male?",normal glutamic pylvic transaminase level refers to GOT < 60; male refers to Sex = 'M';,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.GOT < 60 AND T1.SEX = 'M',simple,"['Laboratory', 'Patient']"
1284,1284,thrombosis_prediction,"For the patient with the highest lactate dehydrogenase in the normal range, when was his or her data first recorded?",highest lactate dehydrogenase in the normal range refers to MAX(LDH < 500); when the data first recorded refers to MIN(First Date);,SELECT T1.`First Date` FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.LDH < 500 ORDER BY T2.LDH ASC LIMIT 1,moderate,"['Laboratory', 'Patient']"
1285,1285,thrombosis_prediction,When is the latest patient's medical data recorded? This patient should have an abnormal level of lactate dehydrogenase.,latest patient refers to ID with MAX('First Date'); abnormal level of lactate dehydrogenase refers to LDH > = 500;,SELECT T1.`First Date` FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.LDH >= 500 ORDER BY T1.`First Date` DESC LIMIT 1,moderate,"['Laboratory', 'Patient']"
1286,1286,thrombosis_prediction,"For the patient with an abnormal alkaliphophatase level, how many of them are admitted to the hospital?",abnormal alkaliphophatase level refers to ALP > = 300; admitted to the hospital refers to Admission = '+';,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.ALP >= 300 AND T1.Admission = '+',simple,"['Laboratory', 'Patient']"
1287,1287,thrombosis_prediction,"Among the patients followed at the outpatient clinic, how many of them have a normal level of alkaliphophatase?",followed at the outpatient clinic refers to Admission = '-'; normal level of alkaliphophatase refers to ALP < 300;,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.ALP < 300 AND T1.Admission = '-',moderate,"['Laboratory', 'Patient']"
1288,1288,thrombosis_prediction,Please list the diagnosis of the patients whose total protein is lower than normal.,total protein is lower than normal refers to TP < 6.0;,SELECT T1.Diagnosis FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.TP < 6.0,simple,"['Laboratory', 'Patient']"
1289,1289,thrombosis_prediction,"For the patients who are diagnosed with SJS, how many of them have a normal level of total protein?",diagnosed with SJS refers to Diagnosis = 'SJS'; normal level of total protein refers to TP > 6.0 and TP < 8.5;,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.Diagnosis = 'SJS' AND T2.TP > 6.0 AND T2.TP < 8.5,moderate,"['Laboratory', 'Patient']"
1290,1290,thrombosis_prediction,What is the examination date of the patient whose albumin is the highest in the normal range?,examination date refers to Date; albumin is the highest in the normal range refers to MAX(ALB > 3.5 and ALB < 5.5);,SELECT Date FROM Laboratory WHERE ALB > 3.5 AND ALB < 5.5 ORDER BY ALB DESC LIMIT 1,simple,['Laboratory']
1291,1291,thrombosis_prediction,How many male patients have a normal level of both albumin and total protein?,male refers to Sex = 'M'; normal level of both albumin and total protein refers to ALB > 3.5 and ALB < 5.5 AND TP between 6.0 and 8.5;,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.SEX = 'M'  AND T2.ALB > 3.5 AND T2.ALB < 5.5 AND T2.TP BETWEEN 6.0 AND 8.5,moderate,"['Laboratory', 'Patient']"
1292,1292,thrombosis_prediction,What is the anti Cardiolipin antibody concentration of the female patient with the highest uric acid level in the normal range?,"anti Cardiolipin antibody concentration refers to `aCL IgG`, `aCL IgM`, `aCL IgA`; female patient refers to Sex = F'; highest uric acid level in the normal range refers to MAX(UA > 6.50);","SELECT T3.`aCL IgG`, T3.`aCL IgM`, T3.`aCL IgA` FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T3.ID = T2.ID WHERE T1.SEX = 'F' AND T2.UA > 6.5 ORDER BY T2.UA DESC LIMIT 1",challenging,"['Examination', 'Laboratory', 'Patient']"
1293,1293,thrombosis_prediction,What is the highest anti-nucleus antibody concentration level of a patient with a normal creatinine level?,highest anti-nucleus antibody concentration level refers to MAX(ANA); normal creatinine level refers to CRE < 1.5;,SELECT T2.ANA FROM Patient AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID INNER JOIN Laboratory AS T3 ON T1.ID = T3.ID WHERE T3.CRE < 1.5 ORDER BY T2.ANA DESC LIMIT 1,moderate,"['Laboratory', 'Examination', 'Patient']"
1294,1294,thrombosis_prediction,Please list the patient's ID whose creatinine level is normal and whose anti Cardiolipin antibody concentration level is the highest.,creatinine level is normal refers to CRE < 1.5; anti Cardiolipin antibody concentration level is the highest refers to MAX(aCL IgA);,SELECT T2.ID FROM Laboratory AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE T1.CRE < 1.5 ORDER BY T2.`aCL IgA` DESC LIMIT 1,moderate,"['Examination', 'Laboratory']"
1295,1295,thrombosis_prediction,"Among the patients whose total bilirubin is over the normal range, how many of them have a peripheral pattern observed in the sheet of ANA examination?",total bilirubin is over the normal range refers to `T-BIL` > = 2.0; peripheral pattern is observed in the sheet of ANA examination refers to that ANA Pattern contains 'P';,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T1.ID = T3.ID WHERE T2.`T-BIL` >= 2 AND T3.`ANA Pattern` LIKE '%P%',challenging,"['Examination', 'Laboratory', 'Patient']"
1296,1296,thrombosis_prediction,What is the anti-nucleus antibody concentration of the patient whose total bilirubin is the highest in the normal range?,anti-nucleus antibody concentration refers to ANA; total bilirubin is the highest in the normal range refers to MAX(`T-BIL` < 2.0);,SELECT T3.ANA FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T1.ID = T3.ID WHERE T2.`T-BIL` < 2.0 ORDER BY T2.`T-BIL` DESC LIMIT 1,moderate,"['Examination', 'Laboratory', 'Patient']"
1297,1297,thrombosis_prediction,"For the patients whose total cholesterol is higher than normal, how many of them have a negative measure of degree of coagulation?",total cholesterol is higher than normal refers to `T-CHO` > = 250; negative measure of degree of coagulation refers to KCT = '-' ;,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T1.ID = T3.ID WHERE T2.`T-CHO` >= 250 AND T3.KCT = '-',moderate,"['Examination', 'Laboratory', 'Patient']"
1298,1298,thrombosis_prediction,"Among the patients whose total cholesterol is within the normal range, how many of them have a P pattern observed in the sheet of ANA examination?",total cholesterol is within the normal range refers to `T-CHO` < 250; P pattern observed in the sheet of ANA examination refers to ANA Pattern = 'P';,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T1.ID = T3.ID WHERE T3.`ANA Pattern` = 'P' AND T2.`T-CHO` < 250,moderate,"['Examination', 'Laboratory', 'Patient']"
1299,1299,thrombosis_prediction,"Among the patients with the normal level of triglyceride, how many of them have other symptoms observed?",normal level of triglyceride refers to TG < 200; have other symptoms refers to Symptoms is not null;,SELECT COUNT(T1.ID) FROM Examination AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.TG < 200 AND T1.Symptoms IS NOT NULL,simple,"['Examination', 'Laboratory']"
1300,1300,thrombosis_prediction,What is the disease name of the patient who has the highest level of triglyceride within the normal range?,disease name referse to Diagnosis; highest level of triglyceride within the normal range refers to MAX(TG < 200);,SELECT T1.Diagnosis FROM Examination AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.TG < 200 ORDER BY T2.TG DESC LIMIT 1,moderate,"['Examination', 'Laboratory']"
1301,1301,thrombosis_prediction,Please list the IDs of the patients with no thrombosis and an abnormal level of creatinine phosphokinase.,no thrombosis refers to Thrombosis = 0 ; abnormal level of creatinine phosphokinase refers to CPK < 250;,SELECT DISTINCT T1.ID FROM Laboratory AS T1 INNER JOIN Examination AS T2 ON T1.ID = T2.ID WHERE T2.Thrombosis = 0 AND T1.CPK < 250,simple,"['Examination', 'Laboratory']"
1302,1302,thrombosis_prediction,"For the patients with a normal range of creatinine phosphokinase, how many of them have a positive measure of degree of coagulation?",normal range of creatinine phosphokinase refers to CPK < 250; positive measure of degree of coagulation refers to KCT = '+' or RVVT = '+' or LAC = '+' ;,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T1.ID = T3.ID WHERE T2.CPK < 250 AND (T3.KCT = '+' OR T3.RVVT = '+' OR T3.LAC = '+'),challenging,"['Examination', 'Laboratory', 'Patient']"
1303,1303,thrombosis_prediction,When is the birthday of the oldest patient whose blood glucose is abnormal?,oldest patient refers to MIN(Birthday); blood glucose is abnormal refers to GLU > 180;,SELECT T1.Birthday FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.GLU > 180 ORDER BY T1.Birthday ASC LIMIT 1,simple,"['Laboratory', 'Patient']"
1304,1304,thrombosis_prediction,"Among the patients with a normal blood glucose, how many of them don't have thrombosis?",normal blood glucose refers to GLU < 180; don't have thrombosis refers to Thrombosis = 0;,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T1.ID = T3.ID WHERE T2.GLU < 180 AND T3.Thrombosis = 0,moderate,"['Examination', 'Laboratory', 'Patient']"
1305,1305,thrombosis_prediction,How many patients accepted to the hospital have a normal level of white blood cells?,accepted to the hospital refers to Admission = '+'; normal level of white blood cells refers to WBC between 3.5 and 9.0;,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.WBC BETWEEN 3.5 AND 9 AND T1.Admission = '+',moderate,"['Laboratory', 'Patient']"
1306,1306,thrombosis_prediction,How many patients diagnosed with SLE have a normal white blood cell level?,diagnosed with SLE refers to Diagnosis = 'SLE'; normal white blood cell level refers to WBC between 3.5 and 9.0;,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.Diagnosis = 'SLE' AND T2.WBC BETWEEN 3.5 AND 9,simple,"['Laboratory', 'Patient']"
1307,1307,thrombosis_prediction,Please list the patient's ID if he or she has an abnormal level of red blood cell and is followed at the outpatient clinic.,RBC < = 3.5 or RBC > = 6.0 means the patient has an abnormal level of red blood cell; 3.5 < RBC < 6.0 means the patient has a normal level of red blood cell; followed at the outpatient clinic refers to Admission = '-';,SELECT DISTINCT T1.ID FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE (T2.RBC <= 3.5 OR T2.RBC >= 6) AND T1.Admission = '-',challenging,"['Laboratory', 'Patient']"
1308,1308,thrombosis_prediction,"Among the patients who have a normal platelet level, how many of them have other symptoms observed?",normal platelet level refers to PLT > 100 and PLT < 400; have other symptoms refers to Diagnosis is not null;,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.PLT > 100 AND T2.PLT < 400 AND T1.Diagnosis IS NOT NULL,moderate,"['Laboratory', 'Patient']"
1309,1309,thrombosis_prediction,Please list a patient's platelet level if it is within the normal range and if he or she is diagnosed with MCTD.,PLT > 100 and PLT < 400 means platelet level is within the normal range; PLT < 100 and PLT > 400 means platelet level is not within the normal range; diagnosed with MCTD refers to Diagnosis = 'MCTD';,SELECT T2.PLT FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T1.Diagnosis = 'MCTD' AND T2.PLT BETWEEN 100 AND 400,moderate,"['Laboratory', 'Patient']"
1310,1310,thrombosis_prediction,"For the male patients that have a normal prothrombin time, what is their average prothrombin time?",male refers to Sex = 'M'; normal prothrombin time refer to PT < 14; average prothrombin time = AVG(PT);,SELECT AVG(T2.PT) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.PT < 14 AND T1.SEX = 'M',simple,"['Laboratory', 'Patient']"
1311,1311,thrombosis_prediction,How many patients with severe thrombosis have a normal prothrombin time?,severe thrombosis refers to Thrombosis = 2 or 1; normal prothrombin time refers to PT < 14;,SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T1.ID = T3.ID WHERE T2.PT < 14 AND T3.Thrombosis < 3 AND T3.Thrombosis > 0,moderate,"['Examination', 'Laboratory', 'Patient']"
1312,1312,student_club,What's Angela Sanders's major?,"Angela Sanders is the full name; full name refers to first_name, last_name; major refers to major_name.",SELECT T2.major_name FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id WHERE T1.first_name = 'Angela' AND T1.last_name = 'Sanders',simple,"['major', 'member']"
1313,1313,student_club,How many students in the Student_Club are from the College of Engineering?,,SELECT COUNT(T1.member_id) FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id WHERE T2.college = 'College of Engineering',simple,"['major', 'member']"
1314,1314,student_club,Please list the full names of the students in the Student_Club that come from the Art and Design Department.,"full name refers to first_name, last_name;","SELECT T1.first_name, T1.last_name FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id WHERE T2.department = 'Art and Design Department'",simple,"['major', 'member']"
1315,1315,student_club,"How many students of the Student_Club have attended the event ""Women's Soccer""?",Women's Soccer is an event name,SELECT COUNT(T1.event_id) FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event WHERE T1.event_name = 'Women''s Soccer',simple,"['attendance', 'event']"
1316,1316,student_club,"Please list the phone numbers of the students from the Student_Club that has attended the event ""Women's Soccer"".",Women's Soccer is an event name; phone numbers refers to phone,SELECT T3.phone FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event INNER JOIN member AS T3 ON T2.link_to_member = T3.member_id WHERE T1.event_name = 'Women''s Soccer',moderate,"['attendance', 'event', 'member']"
1317,1317,student_club,"Among the students from the Student_Club who attended the event ""Women's Soccer"", how many of them want a T-shirt that's in medium size?",Women's Soccer is an event name; T-shirt that is in medium size refers to t_shirt_size = 'Medium',SELECT COUNT(T1.event_id) FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event INNER JOIN member AS T3 ON T2.link_to_member = T3.member_id WHERE T1.event_name = 'Women''s Soccer' AND T3.t_shirt_size = 'Medium',moderate,"['attendance', 'event', 'member']"
1318,1318,student_club,What is the event that has the highest attendance of the students from the Student_Club?,event with highest attendance refers to MAX(COUNT(link_to_event)),SELECT T1.event_name FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event GROUP BY T1.event_name ORDER BY COUNT(T2.link_to_event) DESC LIMIT 1,simple,"['attendance', 'event']"
1319,1319,student_club,Which college is the vice president of the Student_Club from?,Vice President is a position of the Student Club,SELECT T2.college FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id WHERE T1.position LIKE 'vice president',simple,"['major', 'member']"
1320,1320,student_club,Please list the event names of all the events attended by Maya Mclean.,,SELECT T1.event_name FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event INNER JOIN member AS T3 ON T2.link_to_member = T3.member_id WHERE T3.first_name = 'Maya' AND T3.last_name = 'Mclean',simple,"['attendance', 'event', 'member']"
1321,1321,student_club,How many events of the Student_Club did Sacha Harrison attend in 2019?,events attended in 2019 refers to YEAR(event_date) = 2019,"SELECT COUNT(T1.event_id) FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event INNER JOIN member AS T3 ON T2.link_to_member = T3.member_id WHERE T3.first_name = 'Sacha' AND T3.last_name = 'Harrison' AND SUBSTR(T1.event_date, 1, 4) = '2019'",moderate,"['attendance', 'event', 'member']"
1322,1322,student_club,"Among the events attended by more than 10 members of the Student_Club, how many of them are meetings?",meetings events refers to type = 'Meeting'; attended by more than 10 members refers to COUNT(event_id) > 10,SELECT T1.event_name FROM event AS T1  INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event GROUP BY T1.event_id  HAVING COUNT(T2.link_to_event) > 10 EXCEPT SELECT T1.event_name  FROM event AS T1  WHERE T1.type = 'Meeting',moderate,"['attendance', 'event']"
1323,1323,student_club,List all the names of events that had an attendance of over 20 students but were not fundraisers.,name of events refers to event_name; attendance of over 20 students COUNT(event_id) > 20.,SELECT T1.event_name FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event GROUP BY T1.event_id HAVING COUNT(T2.link_to_event) > 20 EXCEPT SELECT T1.event_name FROM event AS T1  WHERE T1.type = 'Fundraiser',moderate,"['attendance', 'event']"
1324,1324,student_club,What is the average attendance of meetings in 2020?,"meetings in 2020 refers to type = 'Meeting' where YEAR(event_date) = 2020; average = DIVIDE(COUNT(event_id), COUNT(DISTINCT event_name))","SELECT CAST(COUNT(T2.link_to_event) AS REAL) / COUNT(DISTINCT T2.link_to_event) FROM event AS T1 INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event WHERE SUBSTR(T1.event_date, 1, 4) = '2020' AND T1.type = 'Meeting'",moderate,"['attendance', 'event']"
1325,1325,student_club,What is the most expensive item that was spent in support of club events?,item in support of club events refers to expense_description; most expensive refers to MAX(cost),SELECT expense_description FROM expense ORDER BY cost DESC LIMIT 1,simple,['expense']
1326,1326,student_club,"How many members of the Student_Club have majored Environmental Engineering?
",'Environmental Engineering' is the major name,SELECT COUNT(T1.member_id) FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id WHERE T2.major_name = 'Environmental Engineering',simple,"['major', 'member']"
1327,1327,student_club,"List the full name of all the members of the Student_Club who attended the ""Laugh Out Loud"" event.","full name of members refers to first_name, last_name; 'Laugh Out Loud' is an event name;","SELECT T1.first_name, T1.last_name FROM member AS T1 INNER JOIN attendance AS T2 ON T1.member_id = T2.link_to_member INNER JOIN event AS T3 ON T2.link_to_event = T3.event_id WHERE T3.event_name = 'Laugh Out Loud'",moderate,"['event', 'attendance', 'member']"
1328,1328,student_club,"List the last name of all the students who majored Law and Constitutional Studies. 
",'Law and Constitutional Studies' is the major name,SELECT T1.last_name FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id WHERE T2.major_name = 'Law and Constitutional Studies',simple,"['major', 'member']"
1329,1329,student_club,What county did Sherri Ramsey grew up?,,SELECT T2.county FROM member AS T1 INNER JOIN zip_code AS T2 ON T1.zip = T2.zip_code WHERE T1.first_name = 'Sherri' AND T1.last_name = 'Ramsey',simple,"['member', 'zip_code']"
1330,1330,student_club,What college offers the major that Tyler Hewitt took?,,SELECT T2.college FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id WHERE T1.first_name = 'Tyler' AND T1.last_name = 'Hewitt',simple,"['major', 'member']"
1331,1331,student_club,What is the amount of the funds that the Vice President received?,'Vice President' is a position of Student Club; funds received refers to amount.,SELECT T2.amount FROM member AS T1 INNER JOIN income AS T2 ON T1.member_id = T2.link_to_member WHERE T1.position = 'Vice President',simple,"['member', 'income']"
1332,1332,student_club,How much did the Student_Club members spend on food in September Meeting?,amount spent refers to spent; spend on food in September Meeting refers to category = 'Food' where event_name = 'September Meeting',"SELECT T2.spent FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event WHERE T1.event_name = 'September Meeting' AND T2.category = 'Food' AND SUBSTR(T1.event_date, 6, 2) = '09'",moderate,"['event', 'budget']"
1333,1333,student_club,What city and state did the President of the Student_Club grow up?,'President' is a position of Student Club;,"SELECT T2.city, T2.state FROM member AS T1 INNER JOIN zip_code AS T2 ON T1.zip = T2.zip_code WHERE T1.position = 'President'",simple,"['member', 'zip_code']"
1334,1334,student_club,List the full name of the Student_Club members that grew up in Illinois state.,"full name of member refers to first_name, last_name","SELECT T1.first_name, T1.last_name FROM member AS T1 INNER JOIN zip_code AS T2 ON T1.zip = T2.zip_code WHERE T2.state = 'Illinois'",simple,"['member', 'zip_code']"
1335,1335,student_club,How much did the Student_Club members spend on advertisement in September Meeting?,amount spent refers to spent; spend on food in September Meeting refers to category = 'Advertisement' where event_name = 'September Meeting',"SELECT T2.spent FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event WHERE T1.event_name = 'September Meeting' AND T2.category = 'Advertisement' AND SUBSTR(T1.event_date, 6, 2) = '09'",moderate,"['event', 'budget']"
1336,1336,student_club,What department offers the major that Pierce and Guidi took?,,SELECT T2.department FROM member AS T1 INNER JOIN major AS T2 ON T1.link_to_major = T2.major_id WHERE T1.last_name = 'Pierce' OR T1.last_name = 'Guidi',simple,"['major', 'member']"
1337,1337,student_club,"What is the total budgeted amount for all category in ""October Speaker"" event?",total budgeted amount refers to SUM(amount) where event_name = 'October Speaker',SELECT SUM(T2.amount) FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event WHERE T1.event_name = 'October Speaker',simple,"['event', 'budget']"
1338,1338,student_club,"Was each expense in October Meeting on October 8, 2019 approved?",event_name = 'October Meeting' where event_date = '2019-10-08'; approved = True means expenses was approved; approved = False means expenses was not approved,SELECT T3.approved FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event INNER JOIN expense AS T3 ON T2.budget_id = T3.link_to_budget WHERE T1.event_name = 'October Meeting' AND T1.event_date LIKE '2019-10-08%',moderate,"['expense', 'event', 'budget']"
1339,1339,student_club,Calculate the total average cost that Elijah Allen spent in the events on September and October.,"Elijah Allen is the full name; full name refers to first_name, last_name; The 5th and 6th string of the expense_date in the expense table can refer to month; events in September and October refers to month(expense_date) = 9 OR month(expense_date) = 10","SELECT AVG(T2.cost) FROM member AS T1 INNER JOIN expense AS T2 ON T1.member_id = T2.link_to_member WHERE T1.last_name = 'Allen' AND T1.first_name = 'Elijah' AND (SUBSTR(T2.expense_date, 6, 2) = '09' OR SUBSTR(T2.expense_date, 6, 2) = '10')",challenging,"['expense', 'member']"
